"gid"|"geom"|"categoria"|"nome"|"citta"|"indirizzo"|"numero"|"cap"|"fonte"|"note"|"pubblicabile"|"verificato"|"datains"|"utenins"|"datamod"|"utenmod"|"dataver"|"utenver"|"distanza_minima"|"comune_ist"|"comune_nom"
"9629"|"0101000020787F000052B81E8558201D41BEFDFFAF61345341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Romentino"|"Strada Provinciale Per Novara, 4"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003131"|"Romentino"
"1706"|"0101000020787F0000C653F77F66AF1741EA063DE49F1D5341"|"Banche-ATM"|""|"Nole"|"VIA TORINO, 46 NOLE"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001166"|"Nole"
"6037"|"0101000020787F0000D3F88F5A77AC1741C6478BBD961D5341"|"Poste"|""|"Nole"|"VIA S. VITO 23, NOLE, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001166"|"Nole"
"8856"|"0101000020787F000068AA47E1C3AC1741EB07D7B36C1D5341"|"Scuola"|"Scuola - Primaria"|"Nole"|"Via Genova 7"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001166"|"Nole"
"9483"|"0101000020787F000068FCFFFFDBB31741ADFDFFBF591D5341"|"Scuola"|"Scuola - Infanzia"|"Nole"|"Via Torino 29"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001166"|"Nole"
"9749"|"0101000020787F0000041B85EB36A9174148979949641D5341"|"Scuola"|"Scuola - Sec. 1 Gr."|"Nole"|"Via Martiri Della Liberta' 16"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001166"|"Nole"
"10707"|"0101000020787F0000D8E751B84FAC17415C45E1FA5F1D5341"|"Scuola"|"Scuola - Primaria"|"Nole"|"Via Xxiv Maggio 44"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001166"|"Nole"
"11646"|"0101000020787F0000F86C3D0AC8AC1741B9D4A3C06C1D5341"|"Scuola"|"Scuola - Infanzia-primaria"|"Nole"|"Via Genova 7"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001166"|"Nole"
"8849"|"0101000020787F0000E0A2703D294019412B3B0A77F1235341"|"Scuola"|"Scuola - Infanzia"|"Caluso"|"Via Diaz 51"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"10479"|"0101000020787F00005CB71E850B4019415F6E3DCAF1235341"|"Scuola"|"Scuola - Infanzia"|"Caluso"|"Via Maria Mattirolo"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"8128"|"0101000020787F0000E57914AE673A1941A74FB8DE9B215341"|"Scuola"|"Scuola - Primaria"|"Caluso"|"Via Pasubio 2 - Frazione Are' Caluso"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"798"|"0101000020787F000022CA490A593419411F3817BC24245341"|"Banche-ATM"|""|"Caluso"|"VIA BETTOIA, 5 CALUSO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"799"|"0101000020787F00007CCB1547A933194137AC00F80B245341"|"Banche-ATM"|""|"Caluso"|"VIA BETTOIA, 61 CALUSO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"800"|"0101000020787F0000E497C75C1B361941F9E2156E13245341"|"Banche-ATM"|""|"Caluso"|"VIA ROMA, 12 CALUSO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"805"|"0101000020787F000040D66AFA44341941C21021AB1D245341"|"Banche-ATM"|""|"Caluso"|"VIA BETTOIA, 21 CALUSO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"2089"|"0101000020787F0000DE994E19EE321941406D2A7AA6235341"|"Banche-ATM"|""|"Caluso"|"VIA MONTELLO, 15 CALUSO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"2090"|"0101000020787F000040F6979E8C341941A60FA3E237245341"|"Banche-ATM"|""|"Caluso"|"VIA SAN CLEMENTE, 1 CALUSO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"5521"|"0101000020787F000072E90B3AEE3219418066FB7CA6235341"|"Poste"|""|"Caluso"|"VIA MONTELLO 15, CALUSO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"8535"|"0101000020787F0000FAFEFFFFE32F1941BAFDFF3FA1235341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Caluso"|"Via Montello 29"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"8571"|"0101000020787F0000DE7914AE9D32194148C0F508D7235341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Caluso"|"Via G.mazzini 4"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"9798"|"0101000020787F000041E07A142C2E19413EE9513803245341"|"Scuola"|"Scuola - Primaria"|"Caluso"|"Via Gnavi 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"10338"|"0101000020787F00009E6F3D0A68301941C4D4A380B6235341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Caluso"|"Via Montello, 29"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"11658"|"0101000020787F0000F9FEFFFF232E1941B9FDFF3F03245341"|"Scuola"|"Scuola - Primaria"|"Caluso"|"Via Gnavi 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"5520"|"0101000020787F000098F683A6A2221941D6D91A4851215341"|"Poste"|""|"Caluso"|"VIA DANTE 11, CALUSO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"8945"|"0101000020787F00007AC1F528BC2119410BB61E555B215341"|"Scuola"|"Scuola - Infanzia"|"Caluso"|"Via D. Alighieri 5 - Frazione Rodallo"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001047"|"Caluso"
"5308"|"0101000020787F00008A5BA82865641C41625E706BC2435341"|"Poste"|""|"Vaprio D'agogna"|"CAVOUR 37 (VIA), VAPRIO D'AGOGNA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"003153"|"Vaprio d'Agogna"
"10618"|"0101000020787F0000D6A3703D018F1C41DE82EB918C685341"|"Scuola"|"Scuola - Infanzia"|"Verbania"|"Via Alla Pastura 13"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10625"|"0101000020787F0000F5285C8FAB8A1C41DE82EBD1E7685341"|"Scuola"|"Scuola - Primaria"|"Verbania"|"Via Monte Rosa 12"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"149"|"0101000020787F00006A72E68DFB7E1C413684EBF183675341"|"Banche-ATM"|""|"Verbania"|"VIA UGO SIRONI, 5 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"150"|"0101000020787F0000580E8571117E1C4163415B0EA5675341"|"Banche-ATM"|""|"Verbania"|"PIAZZA GIACOMO MATTEOTI, 10 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"151"|"0101000020787F000008AA5C43EA7C1C41FC1E0938AF675341"|"Banche-ATM"|""|"Verbania"|"PIAZZA MATTEOTTI, 18 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"153"|"0101000020787F0000BF8FF8DB98801C417D41F7F5CA675341"|"Banche-ATM"|""|"Verbania"|"PIAZZA RANZONI, 27 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"154"|"0101000020787F0000AE0088C0D7801C418206D60DBB675341"|"Banche-ATM"|""|"Verbania"|"CORSO MAMELI, 18 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"155"|"0101000020787F0000E1808614647F1C414DA788BFA4675341"|"Banche-ATM"|""|"Verbania"|"CORSO MAMELI, 47 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"157"|"0101000020787F0000D2754594BA811C4188F1FE7911685341"|"Banche-ATM"|""|"Verbania"|"PIAZZA ALDO MORO, 8 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"159"|"0101000020787F0000F5A25832FE841C414B854DD5EA675341"|"Banche-ATM"|""|"Verbania"|"CORSO L.COBIANCHI, 2 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"160"|"0101000020787F00006E16CC1D97811C4196C63F8118685341"|"Banche-ATM"|""|"Verbania"|"CORSO LORENZO COBIANCHI, 36 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"161"|"0101000020787F00006526A02B3C7F1C416FAF55E929685341"|"Banche-ATM"|""|"Verbania"|"CORSO LORENZO COBIANCHI, 54 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"164"|"0101000020787F0000F3BE4E112B7E1C41D4AA3CF828685341"|"Banche-ATM"|""|"Verbania"|"CORSO COBIANCHI, 66 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"1260"|"0101000020787F0000F8965DCD6D7F1C416BA0FFCAFF675341"|"Banche-ATM"|""|"Verbania"|"VIA XXV APRILE, 15 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"1263"|"0101000020787F0000465AD51AFE841C411DB7DDD8EA675341"|"Banche-ATM"|""|"Verbania"|"CORSO COBIANCHI, 2 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"1264"|"0101000020787F0000B1FC50EDF57B1C4102D88510C5675341"|"Banche-ATM"|""|"Verbania"|"PIAZZA DON MINZONI, 28 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"5292"|"0101000020787F000018D46DE0547D1C413871B5A308685341"|"Poste"|""|"Verbania"|"TONAZZI 11 (VIA), VERBANIA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"5296"|"0101000020787F00009761C5F688811C41F44827FFF5685341"|"Poste"|""|"Verbania"|"DANTE 67 (CORSO), VERBANIA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"9952"|"0101000020787F0000DB2B56308A821C41E42F41873E685341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Verbania"|"Piazza Martiri Di Trarego 8"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10049"|"0101000020787F0000A2703D0A14831C41C8D4A34041685341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Verbania"|""|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10278"|"0101000020787F0000A2703D0A9C821C41C8D4A38028685341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Verbania"|"Piazza Martiri Di Trarego, 8"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10624"|"0101000020787F00003C0AD7A3AA7B1C41E9598FC2F4675341"|"Scuola"|"Scuola - Sec. 1 Gr."|"Verbania"|"Via Rosmini - Media Quasimodo 6"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"11088"|"0101000020787F0000A3703D0A6C7E1C41C9D4A3C00E685341"|"Scuola"|"Scuola - Infanzia"|"Verbania"|"Via De Lorenzi 18"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"11285"|"0101000020787F0000FFFFFFFF2B831C41BFFDFF3F39685341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Verbania"|"Piazza Martiri Di Trarego 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"9224"|"0101000020787F0000EA51B81EC2751C41A078147EF8675341"|"Scuola"|"Scuola - Primaria"|"Verbania"|"Piazza Fabbri 3"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10023"|"0101000020787F0000A2703D0A90741C41C9D4A3C0F2665341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Verbania"|""|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10447"|"0101000020787F00005B8FC2F5E3731C415A97992900675341"|"Scuola"|"Scuola - Primaria"|"Verbania"|"Viale Sant`anna 60"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10623"|"0101000020787F0000E951B81E96761C4182F328CC28675341"|"Scuola"|"Scuola - Infanzia"|"Verbania"|"Via Filatoio 6"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10629"|"0101000020787F00006366666614751C41AB4FB8CEF3675341"|"Scuola"|"Scuola - Infanzia"|"Verbania"|"Piazza Fabbri 3"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"11730"|"0101000020787F0000FEFFFFFF63751C41C0FDFFBF60685341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Verbania"|"Corso Cairoli 41"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"142"|"0101000020787F000098FD391BAD651C411CD7252EA8665341"|"Banche-ATM"|""|"Verbania"|"VIALE G. A. AZARI, 40 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"146"|"0101000020787F00007C46E41923621C4167EFCD95BB665341"|"Banche-ATM"|""|"Verbania"|"VIA FIUME, 18 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"147"|"0101000020787F0000AADCCCE2E1651C41058C2C9F56665341"|"Banche-ATM"|""|"Verbania"|"VIA MANZONI, 22 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"148"|"0101000020787F00007A09641811661C41C5D3B5C75A665341"|"Banche-ATM"|""|"Verbania"|"VIA MANZONI, 30 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"152"|"0101000020787F0000AE88C8845D651C416580FFFB70665341"|"Banche-ATM"|""|"Verbania"|"PIAZZA PEDRONI VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"156"|"0101000020787F00009053F1AC38611C411DA4E0E272665341"|"Banche-ATM"|""|"Verbania"|"LARGO TONOLLI, 34 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"158"|"0101000020787F000052CBD93DFD6A1C41A82481FAEC665341"|"Banche-ATM"|""|"Verbania"|"CORSO EUROPA, 50 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"165"|"0101000020787F0000425DF5BA67681C4180DB2DDBF5665341"|"Banche-ATM"|""|"Verbania"|"CORSO EUROPA, 30/A VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"1265"|"0101000020787F0000B3045EDEA65E1C41662157D2B9695341"|"Banche-ATM"|""|"Verbania"|"VIA DE NOTARIS VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"1266"|"0101000020787F0000DB05692BDE641C413C0D498642665341"|"Banche-ATM"|""|"Verbania"|"VIA RUGA, 24 VERBANIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"5067"|"0101000020787F0000C043371DBB631C413A21E05689695341"|"Poste"|""|"Verbania"|"VIA REPUBBLICA 99 , VERBANIA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"5290"|"0101000020787F00008F0AE9E2DB691C4193FD9584F8665341"|"Poste"|""|"Verbania"|"PARTIGIANI 1 (VIA), VERBANIA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"8174"|"0101000020787F0000FDFFFFFFDB631C41C0FDFF7FE0695341"|"Scuola"|"Scuola - Infanzia"|"Verbania"|"Via Cuboni"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"9222"|"0101000020787F0000989999992B631C4182F328BCD3695341"|"Scuola"|"Scuola - Primaria"|"Verbania"|"Via Cuboni"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"9223"|"0101000020787F0000EA51B81E0E6E1C41B4265CEFC0685341"|"Scuola"|"Scuola - Primaria"|"Verbania"|"Via Annibale Rosa 78"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"9246"|"0101000020787F0000FEFFFFFF8B631C41BFFDFFBF5F675341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Verbania"|"Via Madonna Dicampagna 18"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10064"|"0101000020787F000051B81E85BE631C41256466E67C665341"|"Scuola"|"Scuola - Infanzia"|"Verbania"|"Via Castelli"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10626"|"0101000020787F0000C0F5285CCC651C419F78142E5D665341"|"Scuola"|"Scuola - Primaria"|"Verbania"|"Via Marconi 6"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10627"|"0101000020787F00009A999999C16A1C4182F328EC19695341"|"Scuola"|"Scuola - Sec. 1 Gr."|"Verbania"|"Via Repubblica - Media Ranzoni 6"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10628"|"0101000020787F00003D0AD7A3F66D1C413A12AE07CD685341"|"Scuola"|"Scuola - Infanzia-primaria"|"Verbania"|"Corso Cairoli 85"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10630"|"0101000020787F0000FDFFFFFF355B1C41BFFDFFEF2F675341"|"Scuola"|"Scuola - Infanzia"|"Verbania"|"Via Montebello 54"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10631"|"0101000020787F0000C0F5285C185D1C41BFFDFFEF2F675341"|"Scuola"|"Scuola - Primaria"|"Verbania"|"Via Sergio Bocci 2/4"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10632"|"0101000020787F00009899999938621C41C8D4A31073665341"|"Scuola"|"Scuola - Sec. 1 Gr."|"Verbania"|"Via Alle Caserme 12"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10633"|"0101000020787F000050B81E85BC631C41DD82EB117C665341"|"Scuola"|"Scuola - Infanzia"|"Verbania"|"Via Della Rossa 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10804"|"0101000020787F0000A1703D0A186D1C41C8D4A30091665341"|"Scuola"|"Scuola - Primaria"|"Verbania"|"Via Dei Ceretti 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"5291"|"0101000020787F0000B1ACE2ADA70A1C4156AE2EC2AC685341"|"Poste"|""|"Verbania"|"QUARANTADUE MARTIRI 69 (VIA), VERBANIA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"10637"|"0101000020787F0000D5A3703DDD4A1C41751C85CB336A5341"|"Scuola"|"Scuola - Infanzia"|"Verbania"|"Via Maggiore 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103072"|"VERBANIA"
"784"|"0101000020787F000020B4E57E017018411ED189D71FEB5241"|"Banche-ATM"|""|"Caramagna Piemonte"|"VIA LUIGI ORNATO, 35 - 35A CARAMAGNA PIEMONTE"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004041"|"Caramagna Piemonte"
"785"|"0101000020787F0000A4DEDF73EC6E1841B3DB6D2A19EB5241"|"Banche-ATM"|""|"Caramagna Piemonte"|"VIA ORNATO, 19 CARAMAGNA PIEMONTE"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004041"|"Caramagna Piemonte"
"968"|"0101000020787F0000AAEB19AC48701841514C5B621EEB5241"|"Banche-ATM"|""|"Caramagna Piemonte"|"VIA LUIGI ORNATO, 37 CARAMAGNA PIEMONTE"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004041"|"Caramagna Piemonte"
"2056"|"0101000020787F0000CD1C0534EC6F1841CA5C3BB929EB5241"|"Banche-ATM"|""|"Caramagna Piemonte"|"VIA LUIGI ORNATO, 28 CARAMAGNA PIEMONTE"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004041"|"Caramagna Piemonte"
"5611"|"0101000020787F0000F2949677CF6F1841CED97CC71FEB5241"|"Poste"|""|"Caramagna Piemonte"|"ORNATO 33-C (VIA), CARAMAGNA PIEMONTE, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004041"|"Caramagna Piemonte"
"9511"|"0101000020787F0000A86E3D0A5C701841C1D4A34009EB5241"|"Scuola"|"Scuola - Primaria"|"Caramagna Piemonte"|"Via Vittorio Emanuele Ii, 21"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004041"|"Caramagna Piemonte"
"476"|"0101000020787F0000B497F8937A251A417CB7B711980C5341"|"Banche-ATM"|""|"Robella"|"VIA CAVALLO BIANCO ROBELLA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005092"|"Robella"
"774"|"0101000020787F00008E1826E66B1D1A41CF7316673A0D5341"|"Banche-ATM"|""|"Robella"|"VIA TORINO, 24  TER ROBELLA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005092"|"Robella"
"5032"|"0101000020787F0000857DB3304C311A41A7FCC0A7A30D5341"|"Poste"|""|"Robella"|"VIA ROBILANT 1, ROBELLA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005092"|"Robella"
"6079"|"0101000020787F00001EB542E1C8BA1A4190A3ACF830485341"|"Poste"|""|"Soprana"|"FRAZLANVARIO/CHIESA 2, SOPRANA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"096062"|"Soprana"
"8169"|"0101000020787F00009BCCCCCCDBB01A41D2AB47A133485341"|"Scuola"|"Scuola - Primaria"|"Soprana"|"Fraz. Cerruti"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"096062"|"Soprana"
"6084"|"0101000020787F0000D9CFBC4BA6131B419568DA7F72105341"|"Poste"|""|"Solonghello"|"STAZIONE 3 (VIA), SOLONGHELLO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006164"|"Solonghello"
"5425"|"0101000020787F0000C27D48641D5A1E41A7EF569FD6EC5241"|"Poste"|""|"Avolasca"|"MUNICIPIO 3 (VIA), AVOLASCA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006010"|"Avolasca"
"6385"|"0101000020787F000095225FCC2BED18419804A62BC82D5341"|"Poste"|""|"Perosa Canavese"|"VIA UMBERTO I 37, PEROSA CANAVESE, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001185"|"Perosa Canavese"
"6272"|"0101000020787F00006271EFE6499E1541075C1C800BE35241"|"Poste"|""|"Crissolo"|"UMBERTO I 39 (VIA), CRISSOLO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004077"|"Crissolo"
"5814"|"0101000020787F000055BF815725CE1641FDDC244F33F35241"|"Poste"|""|"Macello"|"VIA CURIASCO 1, MACELLO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001142"|"Macello"
"8839"|"0101000020787F0000D9693D0A28CC1641A5D4A30042F35241"|"Scuola"|"Scuola - Primaria"|"Macello"|"Via Piccolati 2"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001142"|"Macello"
"9874"|"0101000020787F000000C6CCCC3ACC16411FE951C844F35241"|"Scuola"|"Scuola - Infanzia-primaria"|"Macello"|"Piccolati 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001142"|"Macello"
"5088"|"0101000020787F00004CC4B0C0F23F1C4104CD33DD126A5341"|"Poste"|""|"San Bernardino Verbano"|"MUNICIPIO 8-B (PIAZZA), SAN BERNARDINO VERBANO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"103061"|"San Bernardino Verbano"
